,author,title,text,date,text_type
239,Fernando Pessoa,Caminho a teu lado mudo,"
Caminho a teu lado mudo
Sentes-me, vês-me alheado...
Perguntas, sim ou não, não sei...
Tenho saudades de tudo...
Até, porque está passado,
Do próprio mal que passei.

Sim, hoje é um dia feliz.
Será, não sei, incerto
Num princípio não sei quê
Há um sentido que me diz
Que isto — o céu largo e aberto —
É só a sombra do que é...

E lembro em meia-amargura
Do passado, do distante,
E tudo me é solidão...
Que fui nessa noite escura?
Quem sou nesta morte instante?
Não perguntes... Tudo é vão.
",4-11-1928,poem
240,Fernando Pessoa,"Quero, terei —","
Quero, terei —
Se não aqui,
Noutro lugar que inda não sei.
Nada perdi.
Tudo serei.
",9-1-1933?,poem
241,António Mora,A abusiva libertação do espírito naturalmente servo da mulher e do plebeu…,"
A abusiva libertação do espírito naturalmente servo da mulher e do plebeu dá sempre resultados desastrosos para a moral e para a ordem social.
Espírito nativamente fraco, e incapaz de inibição íntima, a mulher e a plebe - como a criança - não podem ser disciplinadas senão de fora.

O dom da liberdade à mulher dá em resultado a desmoralização social, por onde se quebrantam todas as forças que criam os progressos e as práticas civilizados. O dom da liberdade ao povo cria a indisciplina e a desordem, pois o povo não sabe usar de uma coisa que, de sua natureza, não lhe pertence.

Resultam, entre outros, dois dos mais hediondos fenómenos sociais - a mulher irreligiosa, e o plebeu irreligioso. Pouco se pode descer abaixo de tais abjecções. Nada indica tanto a falência íntima das mais elementares forças sociais, do que a quebra do espírito religioso nas partes instintivas da sociedade.
O conceito absurdo de que é igual ao homem perverte por completo a mulher. O conceito estulto de que par do aristocrata disvirtua de todo o plebeu. Uma e outro perdem a noção instintiva dos seus papéis (destinos) sociais e se entregam à busca, ou mesmo à estéril posse, de coisas para que a Natureza os não criou, e que, possuídas, com a própria posse a Natureza os castiga.
",s.d.,prose
242,Álvaro de Campos,SAUDAÇÃO A W. WHITMAN [c],"
SAUDAÇÂO A W. WHITMAN

Para cantar-te,
Para cantar-te como tu quererias que te cantassem,
Melhor é cantar a terra, o mar, as cidades e os campos —
Os homens, as mulheres, as crianças,
As profissões, [...], as (...)
Todas as coisas que, juntas, formam a síntese-universo,
Todas as coisas que, separadas, valem a síntese-Universo,
Todas as coisas que universais formam a síntese Deus.

Ah, o poema que te cantasse bem,
Seria o poema que todo cantasse tudo,
O poema em que estivessem todas as vestes e todas as sedas —
Todos os perfumes e todos os sabores
E o contacto em todos os sentidos do tacto de todas as coisas tangíveis.

Poema que dispensasse a música, música com vida,
Poema que transcendesse a pintura, pintura com alma
",s.d.,poem
243,Fernando Pessoa,"O problema essencial da vida, que é o problema da realidade...","
O problema essencial da vida, que é o problema da realidade ou da verdade, não existe, nem pode existir em iguais termos para o homem de inteligência superior e para o homem vulgar. O homem de inteligência superior não tem, é certo, melhores elementos para descobrir a verdade do que o mais fechado dos idiotas. O que tem é melhores elementos para compreender porque é que ela se não pode descobrir. Mas a descrença, a que chegam todos os espíritos elevados, em quem a razão predomina sobre o sentimento, sendo para eles tónica, é absolutamente desastrosa para os inferiores. Sem fé, sem crença, o homem vulgar reduz‑se a um bicho; com fé, com crença, o homem superior baixa de posto. De aí o terrível paradoxo, que ataca todo o homem ao mesmo tempo superior intelectual e moralmente; que é inferior não sentir a descrença, e inferior pregar a descrença que sente. O inferior não é capaz de descrença, porque a crença é um estado orgânico dos instintivos. Por isso a descrença, caindo nesse solo impropício, ou se torna um fanatismo às avessas, ou um materialismo sem teoria, ou uma simples estupidez.
",s.d.,prose
244,Fernando Pessoa,"Para justificar a sua aspiração (de agora) a um império cultural, tem Portugal,","
Para justificar a sua aspiração (de agora) a um império cultural, tem Portugal, além da tradição quebrada desse império, isto é, da indicação inicial nesse sentido, a felicidade de não ter tido até agora uma grande literatura, mas uma literatura escassa e pequena, de modo que está quase tudo por fazer nesse campo, o que torna possível o fazer tudo, e como deve ser feito.
“Fará paz em todo o mundo”, diz o Bandarra de D. Sebastião. E a paz em todo o Mundo, só numa fraternidade por enquanto imprevisível, mas que por certo exigirá um meio de comunicação igual - uma língua.
Que mal haverá em nos prepararmos para este domínio cultural, ainda que não venhamos a tê-lo? Não queremos derramar uma gota de sangue; e ao mesmo tempo nos não furtamos à ânsia humana de domínio. Não caímos portanto na esterilidade do universalismo humanitário, mas também não caímos na brutalidade do nacionalismo extracultural. Queremos impor uma língua, que não uma força; não hostilizamos raça nenhuma, de nenhuma cor, como em geral não temos hostilizado, porque podemos ter sido por vezes bárbaros, como todos os imperiais de conquista, mas nem fomos mais, senão menos, que outros, nem nos pode ser contado como defeito que excluíssemos os de outra cor da nossa casa ou da nossa mesa. Assim nos nossa índole prepara para aquela fraternidade universal que a teosofia anteprega, e que é, de há tanto tempo, a doutrina social íntima dos Rosa Cruz.
Se falharmos, sempre conseguimos alguma coisa — aperfeiçoar a língua. Na pior hipótese, sempre ficamos escrevendo melhor. Servimos imediatamente a cultura geral e a civilização: quando mais não fizéssemos, não houvéramos que acusar-nos de ter pecado.
",s.d.,prose
245,Ricardo Reis,"Sofro, Lídia, do medo do destino. [2]","
Sofro, Lídia, do medo do destino.
A leve pedra que um momento ergue
As lisas rodas do meu carro, aterra
Meu coração.
Tudo quanto me ameace de mudar-me
Para melhor que seja, odeio e fujo.
Deixem-me os deuses minha vida sempre
Sem renovar
Meus dias, mas que um passe e outro passe
Ficando eu sempre quase o mesmo, indo
Para a velhice como um dia entra
No anoitecer.
",11-8-1918,poem
246,Álvaro de Campos,Se eu tirar com urna pancada,"
Se eu tirar com urna pancada
O bolo barato da boca da criança pobre
Onde encontrarei justiça no mundo,
Onde me esconderei dos olhos do Vulto
Invisível que espreita pelas estrelas

Quando o coração
 
vê pelos olhos o mistério olhar o universo?

Minha emoção concreta, ó brinquedo de crianças,
Ó pequenas alegrias legítimas da gente obscura,
Ó pobre riqueza exígua dos que não são ninguém...

Os móveis comprados com tanto sacrifício,
As toalhas remendadas com tanto cuidado,
As pequenas coisas de casa tão ajustadas e postas no lugar
E a roda de um dos mil carros do rei vencedor
Parte tudo, e todos perderam tudo.

Que imperador tem o direito
De partir a boneca à filha do operário?
Que César com suas legiões tem justiça
Para partir a máquina de costura da velha
Se eu for pela rua
E arrancar a fita suja na mão da garota
E a fizer chorar, onde encontrar qualquer Cristo?
",s.d.,poem
247,Fernando Pessoa,The celebrated argument against motion.,"
The celebrated argument against motion.
«A thing which moves is neither where it was, for then it would not have moved; nor where it is, for then it would be no need of motion (it would not have moved), nor no motion possible. Therefore, nothing really moves.»
",1906?,prose
248,Álvaro de Campos,O binómio de Newton é tão belo como a Vénus de Milo.,"
O binómio de Newton é tão belo como a Vénus de Milo. 
O que há é pouca gente para dar por isso.

óóóó — óóóóóóóóó — óóóóóóóóóóóóóóó

(O vento lá fora).
",s.d.,poem
249,Fernando Pessoa,PROBLEMA IBÉRICO [a],"
PROBLEMA IBÉRICO

(Depois de discutir os factos fundamentais do problema ibérico...)
Passemos agora a considerar quais são as circunstâncias internacionais, europeias, que de sua natureza se opõem à unidade espiritual da Ibéria. 
Essas forças são de três ordens, e são, como acontece nestas coisas, representadas por três nações, cada uma das quais, em virtude da sua psique especial (quer racialmente tal, quer historicamente adquirida —conforme se queira, o que para o caso não importa), representa uma dessas forças. 
A primeira nação inimiga da Ibéria é a Espanha — no sentido de a actual Espanha, Castela imperando antinaturalmente num agrupamento que não conseguiu absorver, porque não absorveu a Galiza nem a Catalunha. Mas é a Espanha não no sentido, de que já tratámos, de que a sua existência impede a formação da confederação ibérica esse ponto já foi tratado, quando versámos as dificuldades políticas, interiores, para a formação da confederação ibérica. Trata-se, agora que se está examinando o problema sob o ponto de vista internacional, não já da Espanha como conjunto político, mas da Espanha como espírito nacional.
(Antes: o espírito ibérico é uma fusão do espírito mediterrânico com o espírito atlântico, por isso as suas duas colunas são a Catalunha e o estado natural galaico-português. Castela (representando por este nome os estados intermédios, que Castela imperatriz de facto conseguiu harmonizar no seu espírito) é apenas região de troca e portanto de estabilização dessas duas influências limites. Não deve ter outro papel que uma espécie de fiel na balança das duas inclinações marítimas. Por isso, a ter papel preponderante (como o que já teve na história) esse papel é tudo quanto há de menos ibérico...).
Fortemente aristocrática na sua constituição espiritual, ferrenhamente católica no seu habitus moral, absurdamente tradicionalista no conjunto quotidiano dos seus usos e costumes, Castela apresenta-se como um elemento anteprejudicador de uma confederação, e como um elemento (e é isto que aqui importa) violador da nossa grande tradição árabe — de tolerância e de livre civilização. E é na proporção em que formos os mantenedores do espírito árabe na Europa que teremos uma individualidade à parte.
Assim o espírito castelhano é fundamentalmente inimigo, no seu espírito, da Ibéria. Mas estes característicos, que tornam Castela magnificamente incompetente para hegemonizar na Ibéria admiravelmente a dispõem para equilibrar as tendências (em outros sentidos excessivas) dos dois outros povos ibéricos. Por onde se vê que tudo se acha harmonizado pelo Destino para a futura confederação.
O segundo grande inimigo da Ibéria é a França. O espírito francês é o grande inimigo do espírito comum às populações ibéricas. Grande inimigo não só na sua constituição espiritual, senão também nos efeitos que tem tido para a degradação e decadência do autêntico espírito ibérico. Herdeira directa da tradição romana, no que ela tem de estreitamente grega, a França representa na Europa não um país criador (como a Itália de onde vem a arte, ou a Inglaterra, de onde nasce a política), mas um país distribuidor e aperfeiçoador dos elementos que os outros povos fornecem. Tão pouco criador é o espírito francês que, para obter a única ideia que dentro dele se realizou, teve de chamar um suíço, Jean-Jacques Rousseau, e para pôr fim magnificamente à anarquia que daí adveio, teve de descobrir um italiano, Buonaparte.
Lúcidos, completos no seu nível inferior, os franceses têm sido os corruptores da nossa civilização ibérica. O seu espírito romano, sem a força romana, é fundamentalmente inimigo do nosso espírito romano-árabe, ao mesmo tempo complexo e intenso, e disciplinado e rude.
O terceiro inimigo da Ibéria é a Alemanha. Mas aqui temos mais a temer o espírito alemão que a Alemanha propriamente dita. Estes herdaram o espírito romano na sua parte superior (ao contrário dos franceses que lhe herdaram a parte que já neles era secundária, porque basilarmente grega). Mas casaram-no com aquele curioso elemento de incompletidão que é distintivo dos bárbaros do Norte, que não sabem equilibrar duas coisas [...]
Nós, ibéricos, somos o cruzamento de duas civilizações — a romana e a árabe. Na França e na Alemanha a civilização romana existe sobreposta ao fundo original, sem outro influxo civilizacional. Somos, por isso, mais complexos e fecundos, de natureza, que a França ou Alemanha, que, quando tomarmos consciência da nossa ibericidade devem existir aproveitadamente no horizonte do nosso desprezo.

[... ]
Formado o Estado Ibérico, qual deve ser a sua orientação conjunta? Tripla: (1) o domínio espiritual das Américas do centro e do sul, e assim o imperialismo de cultura no Novo Mundo, (2) a conquista definitiva dos territórios do Norte de África, onde vi vem os homens nossos parentes, as raças árabes, berberes, [...]; (3) a destruição militar da França (e da Itália).
Assim as etapas que temos de atravessar para a fixação da Ibéria (da Ibéria como potência) são (no que revolucionárias):
(1) a queda da monarquia espanhola, e a dissolução da Espanha actual no que império;
(2) a destruição do predomínio da França no Ocidente da Europa, por meio do seu aniquilamento militar, dar-lhe, do outro lado, um outro 1870;
(3) a conquista do Norte de África — meta tradicional dos nossos maiores. E aqui, onde a França tem já lugar, novamente nos encontramos com a nossa inimiga tradicional. No que preparação (reforma) essas etapas são:
(1) a criação da tendência ibérica, da ibericidade espiritual;
(2) a reforma interior da República Portuguesa de modo que ela se encaminhe para o estado espiritual próprio desse estado; (a RP é actualmente um grupo ininteligente de gatunos e de assassinos. As palavras são curtas e duras, mas a simplicidade é aqui uma virtude. Não há perigo de o leitor não compreender. Não temos que alterar isto, temos que o substituir de dentro. Mas isso é outro problema, no seu conjunto. No que respeita ao problema ibérico basta que se aponte o que importa, como bastou apontar que é preciso que desapareça a monarquia espanhola, sem que indicássemos — porque o não sabemos — como convém preparar a sua queda).
(3) [...]
O que supremamente convém é criar, desde já, a ibericidade. Fazer tender todas as energias das nossas almas para um fim, por detrás de todos os fins imediatos que tenham. Esse fim é a Ibéria, a Ibéria como dona espiritual das Américas ibéricas (e não latinas), a Ibéria como senhora da África Setentrional, a Ibéria como destruidora do prestígio e predomínio francês. Vinguemos a derrota que os do Norte infligiram aos árabes nossos maiores. Expiemos o crime que cometemos, expulsando da península os árabes que a civilizaram.
A Rep. Port. vale não pelo que vale, mas pela direcção que envolve, que inconscientemente tem.
",s.d.,prose
